sentimen,tweet,tweet_lowercase,tweet_tokenized,tweet_stemmed,tweet_process
positif,Sah 01 satu suara 17 April 2019 Jokowi-Amin Harga Mati Untuk NKRI Maju.,Sah 01 satu suara 17 April 2019 Jokowi-Amin Harga Mati Untuk NKRI Maju.,"['Sah', '01', 'satu', 'suara', '17', 'April', '2019', 'Jokowi-Amin', 'Harga', 'Mati', 'Untuk', 'NKRI', 'Maju', '.']","['sah', '01', 'satu', 'suara', '17', 'april', '2019', 'jokowi-amin', 'harga', 'mati', 'untuk', 'nkri', 'maju', '']",sah  satu suara  april  jokowiamin harga mati untuk nkri maju 
positif,Capres 02 bilang didebat keadaan ekonomi Indonesia saat ini bukan salah @jokowi tapi salah pemimpin2 terdahulu. Jd utk penggemar 02 jangan salahkan Jokowi lagi ya krn bosmu udah bilang itu bukan salah Jokowi.  https://bit.ly/2UyAoiRÂ  #PrabowoSalahkanSBY,Capres 02 bilang didebat keadaan ekonomi Indonesia saat ini bukan salah @jokowi tapi salah pemimpin2 terdahulu. Jd utk penggemar 02 jangan salahkan Jokowi lagi ya krn bosmu udah bilang itu bukan salah Jokowi.  https://bit.ly/2UyAoiRÂ  #PrabowoSalahkanSBY,"['Capres', '02', 'bilang', 'didebat', 'keadaan', 'ekonomi', 'Indonesia', 'saat', 'ini', 'bukan', 'salah', '@jokowi', 'tapi', 'salah', 'pemimpin', '2', 'terdahulu', '.', 'Jd', 'utk', 'penggemar', '02', 'jangan', 'salahkan', 'Jokowi', 'lagi', 'ya', 'krn', 'bosmu', 'udah', 'bilang', 'itu', 'bukan', 'salah', 'Jokowi', '.', 'https://bit.ly/2UyAoiRÂ', '#PrabowoSalahkanSBY']","['capres', '02', 'bilang', 'debat', 'ada', 'ekonomi', 'indonesia', 'saat', 'ini', 'bukan', 'salah', 'jokowi', 'tapi', 'salah', 'pimpin', '2', 'dahulu', '', 'jd', 'utk', 'gemar', '02', 'jangan', 'salah', 'jokowi', 'lagi', 'ya', 'krn', 'bos', 'udah', 'bilang', 'itu', 'bukan', 'salah', 'jokowi', '', 'https bit ly 2uyaoir', 'prabowosalahkansby']",capres  bilang debat ada ekonomi indonesia saat ini bukan salah jokowi tapi salah pimpin  dahulu  jd utk gemar  jangan salah jokowi lagi ya krn bos udah bilang itu bukan salah jokowi   bit ly uyaoir prabowosalahkansby
negatif,"@jokowi jika ekonomi, kesehatan, pendidikan kita baik2 saja. Knp harus ada kartu ini dan itu??? Serius nanya pak.","@jokowi jika ekonomi, kesehatan, pendidikan kita baik2 saja. Knp harus ada kartu ini dan itu??? Serius nanya pak.","['@jokowi', 'jika', 'ekonomi', ',', 'kesehatan', ',', 'pendidikan', 'kita', 'baik', '2', 'saja', '.', 'Knp', 'harus', 'ada', 'kartu', 'ini', 'dan', 'itu', '?', '?', '?', 'Serius', 'nanya', 'pak', '.']","['jokowi', 'jika', 'ekonomi', '', 'sehat', '', 'didik', 'kita', 'baik', '2', 'saja', '', 'knp', 'harus', 'ada', 'kartu', 'ini', 'dan', 'itu', '', '', '', 'serius', 'nanya', 'pak', '']",jokowi jika ekonomi  sehat  didik kita baik  saja  knp harus ada kartu ini dan itu    serius nanya pak 
negatif,"Lu bloon juga ya. Jakarta lebih suram dipimpin Jokowi, pertumbuhan ekonomi Jakarta rendah","Lu bloon juga ya. Jakarta lebih suram dipimpin Jokowi, pertumbuhan ekonomi Jakarta rendah","['Lu', 'bloon', 'juga', 'ya', '.', 'Jakarta', 'lebih', 'suram', 'dipimpin', 'Jokowi', ',', 'pertumbuhan', 'ekonomi', 'Jakarta', 'rendah']","['lu', 'bloon', 'juga', 'ya', '', 'jakarta', 'lebih', 'suram', 'pimpin', 'jokowi', '', 'tumbuh', 'ekonomi', 'jakarta', 'rendah']",lu bloon juga ya  jakarta lebih suram pimpin jokowi  tumbuh ekonomi jakarta rendah
negatif,"Harga tiket pesawat semakin menggila, pak @jokowi dan pak @BudiKaryaS  tolonglah rakyatmu ini.","Harga tiket pesawat semakin menggila, pak @jokowi dan pak @BudiKaryaS  tolonglah rakyatmu ini.","['Harga', 'tiket', 'pesawat', 'semakin', 'menggila', ',', 'pak', '@jokowi', 'dan', 'pak', '@BudiKaryaS', 'tolonglah', 'rakyatmu', 'ini', '.']","['harga', 'tiket', 'pesawat', 'makin', 'gila', '', 'pak', 'jokowi', 'dan', 'pak', 'budikaryas', 'tolong', 'rakyat', 'ini', '']",harga tiket pesawat makin gila  pak jokowi dan pak budikaryas tolong rakyat ini 
positif,"Kami rakyat jelata/rakyat dr kalangan bwh,hanya ingin harga sembako bs di kuasai pemerintah,bukan di kuasai mafioso,dan hanya anda yg bs menguasai nya harga,mhn pak trm ksh","Kami rakyat jelata/rakyat dr kalangan bwh,hanya ingin harga sembako bs di kuasai pemerintah,bukan di kuasai mafioso,dan hanya anda yg bs menguasai nya harga,mhn pak trm ksh","['Kami', 'rakyat', 'jelata', '/', 'rakyat', 'dr', 'kalangan', 'bwh', ',', 'hanya', 'ingin', 'harga', 'sembako', 'bs', 'di', 'kuasai', 'pemerintah', ',', 'bukan', 'di', 'kuasai', 'mafioso', ',', 'dan', 'hanya', 'anda', 'yg', 'bs', 'menguasai', 'nya', 'harga', ',', 'mhn', 'pak', 'trm', 'ksh']","['kami', 'rakyat', 'jelata', '', 'rakyat', 'dr', 'kalang', 'bwh', '', 'hanya', 'ingin', 'harga', 'sembako', 'bs', 'di', 'kuasa', 'perintah', '', 'bukan', 'di', 'kuasa', 'mafioso', '', 'dan', 'hanya', 'anda', 'yg', 'bs', 'kuasa', 'nya', 'harga', '', 'mhn', 'pak', 'trm', 'ksh']",kami rakyat jelata  rakyat dr kalang bwh  hanya ingin harga sembako bs di kuasa perintah  bukan di kuasa mafioso  dan hanya anda yg bs kuasa nya harga  mhn pak trm ksh
negatif,"Lo dungu, ambil sampel satu game saja yg paling populer di Indonesia seperti COC tadi gak ada pemain COC yg menghasilkan uang dr main game, paling akunnya dijual yg beli anak SMP yg make duit bapaknya yg udah pusing sama bayaran kredit & pajak yg nguras gajinya yg kecil","Lo dungu, ambil sampel satu game saja yg paling populer di Indonesia seperti COC tadi gak ada pemain COC yg menghasilkan uang dr main game, paling akunnya dijual yg beli anak SMP yg make duit bapaknya yg udah pusing sama bayaran kredit & pajak yg nguras gajinya yg kecil","['Lo', 'dungu', ',', 'ambil', 'sampel', 'satu', 'game', 'saja', 'yg', 'paling', 'populer', 'di', 'Indonesia', 'seperti', 'COC', 'tadi', 'gak', 'ada', 'pemain', 'COC', 'yg', 'menghasilkan', 'uang', 'dr', 'main', 'game', ',', 'paling', 'akunnya', 'dijual', 'yg', 'beli', 'anak', 'SMP', 'yg', 'make', 'duit', 'bapaknya', 'yg', 'udah', 'pusing', 'sama', 'bayaran', 'kredit', '&', 'pajak', 'yg', 'nguras', 'gajinya', 'yg', 'kecil']","['lo', 'dungu', '', 'ambil', 'sampel', 'satu', 'game', 'saja', 'yg', 'paling', 'populer', 'di', 'indonesia', 'seperti', 'coc', 'tadi', 'gak', 'ada', 'main', 'coc', 'yg', 'hasil', 'uang', 'dr', 'main', 'game', '', 'paling', 'akun', 'jual', 'yg', 'beli', 'anak', 'smp', 'yg', 'make', 'duit', 'bapak', 'yg', 'udah', 'pusing', 'sama', 'bayar', 'kredit', '', 'pajak', 'yg', 'nguras', 'gaji', 'yg', 'kecil']",lo dungu  ambil sampel satu game saja yg paling populer di indonesia seperti coc tadi gak ada main coc yg hasil uang dr main game  paling akun jual yg beli anak smp yg make duit bapak yg udah pusing sama bayar kredit  pajak yg nguras gaji yg kecil
negatif,Masa bayar kan presiden.. Tinggal potong pajak ajakan beres....,Masa bayar kan presiden.. Tinggal potong pajak ajakan beres....,"['Masa', 'bayar', 'kan', 'presiden', '..', 'Tinggal', 'potong', 'pajak', 'ajakan', 'beres', '...']","['masa', 'bayar', 'kan', 'presiden', '', 'tinggal', 'potong', 'pajak', 'aja', 'beres', '']",masa bayar kan presiden  tinggal potong pajak aja beres 
positif,Terharu baca reply nya betapa dihargai dan diapresiasinya pak jokowi sama orang luar,Terharu baca reply nya betapa dihargai dan diapresiasinya pak jokowi sama orang luar,"['Terharu', 'baca', 'reply', 'nya', 'betapa', 'dihargai', 'dan', 'diapresiasinya', 'pak', 'jokowi', 'sama', 'orang', 'luar']","['haru', 'baca', 'reply', 'nya', 'betapa', 'harga', 'dan', 'apresiasi', 'pak', 'jokowi', 'sama', 'orang', 'luar']",haru baca reply nya betapa harga dan apresiasi pak jokowi sama orang luar
negatif,"Jika yg dimaksud Prabowo dgn pembangunan ekonomi salah arah, adalah sistem ekonominya, mudah-mudahan Prabowo tidak menginginkan sistem ekonomi yang tertutup ya. Chavez sebagai sebuah cerita mungkin hebat, tp dia membuat Venezuela menderita","Jika yg dimaksud Prabowo dgn pembangunan ekonomi salah arah, adalah sistem ekonominya, mudah-mudahan Prabowo tidak menginginkan sistem ekonomi yang tertutup ya. Chavez sebagai sebuah cerita mungkin hebat, tp dia membuat Venezuela menderita","['Jika', 'yg', 'dimaksud', 'Prabowo', 'dgn', 'pembangunan', 'ekonomi', 'salah', 'arah', ',', 'adalah', 'sistem', 'ekonominya', ',', 'mudah-mudahan', 'Prabowo', 'tidak', 'menginginkan', 'sistem', 'ekonomi', 'yang', 'tertutup', 'ya', '.', 'Chavez', 'sebagai', 'sebuah', 'cerita', 'mungkin', 'hebat', ',', 'tp', 'dia', 'membuat', 'Venezuela', 'menderita']","['jika', 'yg', 'maksud', 'prabowo', 'dgn', 'bangun', 'ekonomi', 'salah', 'arah', '', 'adalah', 'sistem', 'ekonomi', '', 'mudah', 'prabowo', 'tidak', 'ingin', 'sistem', 'ekonomi', 'yang', 'tutup', 'ya', '', 'chavez', 'bagai', 'buah', 'cerita', 'mungkin', 'hebat', '', 'tp', 'dia', 'buat', 'venezuela', 'derita']",jika yg maksud prabowo dgn bangun ekonomi salah arah  adalah sistem ekonomi  mudah prabowo tidak ingin sistem ekonomi yang tutup ya  chavez bagai buah cerita mungkin hebat  tp dia buat venezuela derita
positif,"Semoga Pak @jokowi  , di kabinet baru nya nanti memanggil Bapak untuk bertugas membangun ekonomi kita kembali Pak. Orang benar disayang Tuhan. ðŸ™","Semoga Pak @jokowi  , di kabinet baru nya nanti memanggil Bapak untuk bertugas membangun ekonomi kita kembali Pak. Orang benar disayang Tuhan. ðŸ™","['Semoga', 'Pak', '@jokowi', ',', 'di', 'kabinet', 'baru', 'nya', 'nanti', 'memanggil', 'Bapak', 'untuk', 'bertugas', 'membangun', 'ekonomi', 'kita', 'kembali', 'Pak', '.', 'Orang', 'benar', 'disayang', 'Tuhan', '.', 'ðŸ', '™', '\x8f']","['moga', 'pak', 'jokowi', '', 'di', 'kabinet', 'baru', 'nya', 'nanti', 'panggil', 'bapak', 'untuk', 'tugas', 'bangun', 'ekonomi', 'kita', 'kembali', 'pak', '', 'orang', 'benar', 'sayang', 'tuhan', '', '', '', '']",moga pak jokowi  di kabinet baru nya nanti panggil bapak untuk tugas bangun ekonomi kita kembali pak  orang benar sayang tuhan    
negatif,"Tapi bapak sendiri yang bilang dengan optimisme bapak klo pertumbuhan ekonomi 8% itu bukan hal yg sulit. Nyatanya bapak gagal,ekonomi mentok di 5%. Optimisme itu bukan sekedar jargon pak","Tapi bapak sendiri yang bilang dengan optimisme bapak klo pertumbuhan ekonomi 8% itu bukan hal yg sulit. Nyatanya bapak gagal,ekonomi mentok di 5%. Optimisme itu bukan sekedar jargon pak","['Tapi', 'bapak', 'sendiri', 'yang', 'bilang', 'dengan', 'optimisme', 'bapak', 'klo', 'pertumbuhan', 'ekonomi', '8', '%', 'itu', 'bukan', 'hal', 'yg', 'sulit', '.', 'Nyatanya', 'bapak', 'gagal', ',', 'ekonomi', 'mentok', 'di', '5', '%', '.', 'Optimisme', 'itu', 'bukan', 'sekedar', 'jargon', 'pak']","['tapi', 'bapak', 'sendiri', 'yang', 'bilang', 'dengan', 'optimisme', 'bapak', 'klo', 'tumbuh', 'ekonomi', '8', '', 'itu', 'bukan', 'hal', 'yg', 'sulit', '', 'nyata', 'bapak', 'gagal', '', 'ekonomi', 'mentok', 'di', '5', '', '', 'optimisme', 'itu', 'bukan', 'dar', 'jargon', 'pak']",tapi bapak sendiri yang bilang dengan optimisme bapak klo tumbuh ekonomi   itu bukan hal yg sulit  nyata bapak gagal  ekonomi mentok di    optimisme itu bukan dar jargon pak
negatif,"Om Wowo menyebut kesalahan arah ekonomi Indonesia tidak semata salah @jokowi, tetapi juga presiden-presiden sebelumnya.  HYPERLINK "" https://bit.ly/2DgcEp3Â ""  https://bit.ly/2DgcEp3Â  #PrabowoSalahkanSBY","Om Wowo menyebut kesalahan arah ekonomi Indonesia tidak semata salah @jokowi, tetapi juga presiden-presiden sebelumnya.  HYPERLINK "" https://bit.ly/2DgcEp3Â ""  https://bit.ly/2DgcEp3Â  #PrabowoSalahkanSBY","['Om', 'Wowo', 'menyebut', 'kesalahan', 'arah', 'ekonomi', 'Indonesia', 'tidak', 'semata', 'salah', '@jokowi', ',', 'tetapi', 'juga', 'presiden-presiden', 'sebelumnya', '.', 'HYPERLINK', '""', 'https://bit.ly/2DgcEp3Â', '""', 'https://bit.ly/2DgcEp3Â', '#PrabowoSalahkanSBY']","['om', 'wowo', 'sebut', 'salah', 'arah', 'ekonomi', 'indonesia', 'tidak', 'semata', 'salah', 'jokowi', '', 'tetapi', 'juga', 'presiden', 'belum', '', 'hyperlink', '', 'https bit ly 2dgcep3', '', 'https bit ly 2dgcep3', 'prabowosalahkansby']",om wowo sebut salah arah ekonomi indonesia tidak semata salah jokowi  tetapi juga presiden belum  hyperlink   bit ly dgcep   bit ly dgcep prabowosalahkansby
netral,"RT Harian_Jogja ""Kecewa, Demokrat Minta Prabowo Hargai Kontribusi SBY  https://news.harianjogja.com/read/2019/04/14/500/985236/keceemokrat-minta-prabowo-hargai-kontribusi-sby?utm_source=dlvr.it&utm_medium=twitterÂ â€¦  pic.twitter.com/D3S7TqJpSp""","RT Harian_Jogja ""Kecewa, Demokrat Minta Prabowo Hargai Kontribusi SBY  https://news.harianjogja.com/read/2019/04/14/500/985236/keceemokrat-minta-prabowo-hargai-kontribusi-sby?utm_source=dlvr.it&utm_medium=twitterÂ â€¦  pic.twitter.com/D3S7TqJpSp""","['RT', 'Harian_Jogja', '""', 'Kecewa', ',', 'Demokrat', 'Minta', 'Prabowo', 'Hargai', 'Kontribusi', 'SBY', 'https://news.harianjogja.com/read/2019/04/14/500/985236/keceemokrat-minta-prabowo-hargai-kontribusi-sby?utm_source=dlvr.it&utm_medium=twitterÂ', 'â', '€', '¦', 'pic.twitter.com/D3S7TqJpSp', '""']","['rt', 'hari jogja', '', 'kecewa', '', 'demokrat', 'minta', 'prabowo', 'harga', 'kontribusi', 'sby', 'https news harianjogja com read 2019 04 14 500 985236 keceemokrat-minta-prabowo-hargai-kontribusi-sby utm source dlvr it utm medium twitter', '', '', '', 'pic twitter com d3s7tqjpsp', '']",rt hari jogja  kecewa  demokrat minta prabowo harga kontribusi sby  news harianjogja com read      keceemokratmintaprabowohargaikontribusisby utm source dlvr it utm medium twitter    pic twitter com dstqjpsp 
netral,"Sebut Ibu Mia saat Debat Ekonomi Makro, Sandiaga Disemprot Jokowi  https://amp.suara.com/news/2019/04/13/221059/sebut-ibu-mia-saat-debat-ekonomi-makro-sandiaga-disemprot-jokowi?utm_source=facebook&utm_medium=fpÂ â€¦","Sebut Ibu Mia saat Debat Ekonomi Makro, Sandiaga Disemprot Jokowi  https://amp.suara.com/news/2019/04/13/221059/sebut-ibu-mia-saat-debat-ekonomi-makro-sandiaga-disemprot-jokowi?utm_source=facebook&utm_medium=fpÂ â€¦","['Sebut', 'Ibu', 'Mia', 'saat', 'Debat', 'Ekonomi', 'Makro', ',', 'Sandiaga', 'Disemprot', 'Jokowi', 'https://amp.suara.com/news/2019/04/13/221059/sebut-ibu-mia-saat-debat-ekonomi-makro-sandiaga-disemprot-jokowi?utm_source=facebook&utm_medium=fpÂ', 'â', '€', '¦']","['sebut', 'ibu', 'mia', 'saat', 'debat', 'ekonomi', 'makro', '', 'sandiaga', 'semprot', 'jokowi', 'https amp suara com news 2019 04 13 221059 sebut-ibu-mia-saat-debat-ekonomi-makro-sandiaga-disemprot-jokowi utm source facebook utm medium fp', '', '', '']",sebut ibu mia saat debat ekonomi makro  sandiaga semprot jokowi  amp suara com news     sebutibumiasaatdebatekonomimakrosandiagadisemprotjokowi utm source facebook utm medium fp   
netral,"Namanya juga jaman modern, gaji ya ditransfer bukan diambil.  Jika Terpilih, Prabowo-Sandi Tak Akan Ambil Gaji  http://share.babe.news/s/UFbckdNÂ ","Namanya juga jaman modern, gaji ya ditransfer bukan diambil.  Jika Terpilih, Prabowo-Sandi Tak Akan Ambil Gaji  http://share.babe.news/s/UFbckdNÂ ","['Namanya', 'juga', 'jaman', 'modern', ',', 'gaji', 'ya', 'ditransfer', 'bukan', 'diambil', '.', 'Jika', 'Terpilih', ',', 'Prabowo-Sandi', 'Tak', 'Akan', 'Ambil', 'Gaji', 'http://share.babe.news/s/UFbckdNÂ']","['nama', 'juga', 'jaman', 'modern', '', 'gaji', 'ya', 'transfer', 'bukan', 'ambil', '', 'jika', 'pilih', '', 'prabowo-sandi', 'tak', 'akan', 'ambil', 'gaji', 'http share babe news s ufbckdn']",nama juga jaman modern  gaji ya transfer bukan ambil  jika pilih  prabowosandi tak akan ambil gaji http share babe news s ufbckdn
positif,Basicnya cuma pengusaha. Hnya mencakup perusahaan kecil. Makanya si uno mana paham ekonomi makro ttg pengelolaan negara. Malah di kasih contoh kesusahan ibu2..ngakak gue dengernya,Basicnya cuma pengusaha. Hnya mencakup perusahaan kecil. Makanya si uno mana paham ekonomi makro ttg pengelolaan negara. Malah di kasih contoh kesusahan ibu2..ngakak gue dengernya,"['Basicnya', 'cuma', 'pengusaha', '.', 'Hnya', 'mencakup', 'perusahaan', 'kecil', '.', 'Makanya', 'si', 'uno', 'mana', 'paham', 'ekonomi', 'makro', 'ttg', 'pengelolaan', 'negara', '.', 'Malah', 'di', 'kasih', 'contoh', 'kesusahan', 'ibu', '2', '..', 'ngakak', 'gue', 'dengernya']","['basicnya', 'cuma', 'usaha', '', 'hnya', 'cakup', 'usaha', 'kecil', '', 'makanya', 'si', 'uno', 'mana', 'paham', 'ekonomi', 'makro', 'ttg', 'kelola', 'negara', '', 'malah', 'di', 'kasih', 'contoh', 'susah', 'ibu', '2', '', 'ngakak', 'gue', 'dengernya']",basicnya cuma usaha  hnya cakup usaha kecil  makanya si uno mana paham ekonomi makro ttg kelola negara  malah di kasih contoh susah ibu   ngakak gue dengernya
positif,"17 April Coblos Jokowi-Ma'ruf Untuk mengakhiri hambatan perdagangan, @jokowi mengembalikan tres positif perdagangan antara lain melalui perjanjian kerjasama ekonomi dgn Turki. #JokowiMenangTotalDebat Perdagangan Indonesia meningkat era @jokowi. #01ndonesiaMaju","17 April Coblos Jokowi-Ma'ruf Untuk mengakhiri hambatan perdagangan, @jokowi mengembalikan tres positif perdagangan antara lain melalui perjanjian kerjasama ekonomi dgn Turki. #JokowiMenangTotalDebat Perdagangan Indonesia meningkat era @jokowi. #01ndonesiaMaju","['17', 'April', 'Coblos', ""Jokowi-Ma'ruf"", 'Untuk', 'mengakhiri', 'hambatan', 'perdagangan', ',', '@jokowi', 'mengembalikan', 'tres', 'positif', 'perdagangan', 'antara', 'lain', 'melalui', 'perjanjian', 'kerjasama', 'ekonomi', 'dgn', 'Turki', '.', '#JokowiMenangTotalDebat', 'Perdagangan', 'Indonesia', 'meningkat', 'era', '@jokowi', '.', '#01ndonesiaMaju']","['17', 'april', 'coblos', 'jokowi-ma ruf', 'untuk', 'akhir', 'hambat', 'dagang', '', 'jokowi', 'kembali', 'tres', 'positif', 'dagang', 'antara', 'lain', 'lalu', 'janji', 'kerjasama', 'ekonomi', 'dgn', 'turki', '', 'jokowimenangtotaldebat', 'dagang', 'indonesia', 'tingkat', 'era', 'jokowi', '', '01ndonesiamaju']", april coblos jokowima ruf untuk akhir hambat dagang  jokowi kembali tres positif dagang antara lain lalu janji kerjasama ekonomi dgn turki  jokowimenangtotaldebat dagang indonesia tingkat era jokowi  ndonesiamaju
netral,"Pemerataan tersebut, kata Jokowi, juga mampu mendorong perekonomian di daerah. Ia memberi contoh adanya barang yang diproduksi oleh masyarakat sekitar.","Pemerataan tersebut, kata Jokowi, juga mampu mendorong perekonomian di daerah. Ia memberi contoh adanya barang yang diproduksi oleh masyarakat sekitar.","['Pemerataan', 'tersebut', ',', 'kata', 'Jokowi', ',', 'juga', 'mampu', 'mendorong', 'perekonomian', 'di', 'daerah', '.', 'Ia', 'memberi', 'contoh', 'adanya', 'barang', 'yang', 'diproduksi', 'oleh', 'masyarakat', 'sekitar', '.']","['perata', 'sebut', '', 'kata', 'jokowi', '', 'juga', 'mampu', 'dorong', 'ekonomi', 'di', 'daerah', '', 'ia', 'beri', 'contoh', 'ada', 'barang', 'yang', 'produksi', 'oleh', 'masyarakat', 'sekitar', '']",perata sebut  kata jokowi  juga mampu dorong ekonomi di daerah  ia beri contoh ada barang yang produksi oleh masyarakat sekitar 
negatif,"Udalah otak Lo udah dibodohi oleh perusahaan game, mrk yg dapat keuntungan besar bukan Indonesia, jadi gamers bkn lah sebuah pekerjaan, game cm sekedar hiburan tak ada penghasilan ekonomis dr game, hanya presiden bodoh yg bilang game bisa menambah pendapatan negara","Udalah otak Lo udah dibodohi oleh perusahaan game, mrk yg dapat keuntungan besar bukan Indonesia, jadi gamers bkn lah sebuah pekerjaan, game cm sekedar hiburan tak ada penghasilan ekonomis dr game, hanya presiden bodoh yg bilang game bisa menambah pendapatan negara","['Udalah', 'otak', 'Lo', 'udah', 'dibodohi', 'oleh', 'perusahaan', 'game', ',', 'mrk', 'yg', 'dapat', 'keuntungan', 'besar', 'bukan', 'Indonesia', ',', 'jadi', 'gamers', 'bkn', 'lah', 'sebuah', 'pekerjaan', ',', 'game', 'cm', 'sekedar', 'hiburan', 'tak', 'ada', 'penghasilan', 'ekonomis', 'dr', 'game', ',', 'hanya', 'presiden', 'bodoh', 'yg', 'bilang', 'game', 'bisa', 'menambah', 'pendapatan', 'negara']","['uda', 'otak', 'lo', 'udah', 'bodoh', 'oleh', 'usaha', 'game', '', 'mrk', 'yg', 'dapat', 'untung', 'besar', 'bukan', 'indonesia', '', 'jadi', 'gamers', 'bkn', 'lah', 'buah', 'kerja', '', 'game', 'cm', 'dar', 'hibur', 'tak', 'ada', 'hasil', 'ekonomis', 'dr', 'game', '', 'hanya', 'presiden', 'bodoh', 'yg', 'bilang', 'game', 'bisa', 'tambah', 'dapat', 'negara']",uda otak lo udah bodoh oleh usaha game  mrk yg dapat untung besar bukan indonesia  jadi gamers bkn lah buah kerja  game cm dar hibur tak ada hasil ekonomis dr game  hanya presiden bodoh yg bilang game bisa tambah dapat negara
positif,Pancasila harga mati bravo pak presiden @jokowi  pic.twitter.com/knQYLidaeC,Pancasila harga mati bravo pak presiden @jokowi  pic.twitter.com/knQYLidaeC,"['Pancasila', 'harga', 'mati', 'bravo', 'pak', 'presiden', '@jokowi', 'pic.twitter.com/knQYLidaeC']","['pancasila', 'harga', 'mati', 'bravo', 'pak', 'presiden', 'jokowi', 'pic twitter com knqylidaec']",pancasila harga mati bravo pak presiden jokowi pic twitter com knqylidaec
netral,"Kecewa, Demokrat Minta Prabowo Hargai Kontribusi SBY  https://news.harianjogja.com/read/2019/04/14/500/985236/keceemokrat-minta-prabowo-hargai-kontribusi-sby?utm_source=dlvr.it&utm_medium=twitterÂ â€¦ pic.twitter.com/URQioNm6tC","Kecewa, Demokrat Minta Prabowo Hargai Kontribusi SBY  https://news.harianjogja.com/read/2019/04/14/500/985236/keceemokrat-minta-prabowo-hargai-kontribusi-sby?utm_source=dlvr.it&utm_medium=twitterÂ â€¦ pic.twitter.com/URQioNm6tC","['Kecewa', ',', 'Demokrat', 'Minta', 'Prabowo', 'Hargai', 'Kontribusi', 'SBY', 'https://news.harianjogja.com/read/2019/04/14/500/985236/keceemokrat-minta-prabowo-hargai-kontribusi-sby?utm_source=dlvr.it&utm_medium=twitterÂ', 'â', '€', '¦', 'pic.twitter.com/URQioNm6tC']","['kecewa', '', 'demokrat', 'minta', 'prabowo', 'harga', 'kontribusi', 'sby', 'https news harianjogja com read 2019 04 14 500 985236 keceemokrat-minta-prabowo-hargai-kontribusi-sby utm source dlvr it utm medium twitter', '', '', '', 'pic twitter com urqionm6tc']",kecewa  demokrat minta prabowo harga kontribusi sby  news harianjogja com read      keceemokratmintaprabowohargaikontribusisby utm source dlvr it utm medium twitter    pic twitter com urqionmtc
