sentimen,tweet,tweet_tokenized,tweet_no_stopwords,tweet_stemmed,tweet_process
netral,penutup debat terakhir prabowo_sandi tidak mengambil gaji presiden dan wakil presiden dan akan disumbangkan kerakyat dan kaum duafa ,"['penutup', 'debat', 'terakhir', 'prabowo_sandi', 'tidak', 'mengambil', 'gaji', 'presiden', 'dan', 'wakil', 'presiden', 'dan', 'akan', 'disumbangkan', 'kerakyat', 'dan', 'kaum', 'duafa', 'ðÿ', '‘', '\x8d']","['penutup', 'debat', 'prabowo_sandi', 'mengambil', 'gaji', 'presiden', 'wakil', 'presiden', 'disumbangkan', 'kerakyat', 'kaum', 'duafa', 'ðÿ', '‘', '\x8d']","['tutup', 'debat', 'prabowo sandi', 'ambil', 'gaji', 'presiden', 'wakil', 'presiden', 'sumbang', 'rakyat', 'kaum', 'duafa', '', '', '']",tutup debat prabowo sandi ambil gaji presiden wakil presiden sumbang rakyat kaum duafa   
netral,ini peluang bisnis baru yang besar  dampak itu pasti ada makanya kita harus antisipasi dan siap siap hadapi perubahan  bukan salahkan pemerintah dan mengeluh siapapun pimpinan negara nya arus ekonomi bisnis global ga bisa dihindari braay eh malah dijawab kekhawatiran pangan,"['ini', 'peluang', 'bisnis', 'baru', 'yang', 'besar', ',', 'dampak', 'itu', 'pasti', 'ada', 'makanya', 'kita', 'harus', 'antisipasi', 'dan', 'siap', 'siap', 'hadapi', 'perubahan', '.', 'bukan', 'salahkan', 'pemerintah', 'dan', 'mengeluh', '..', 'siapapun', 'pimpinan', 'negara', 'nya', 'arus', 'ekonomi', 'bisnis', 'global', 'ga', 'bisa', 'dihindari', 'braay', ',', 'eh', 'malah', 'dijawab', 'kekhawatiran', 'pangan', '!']","['peluang', 'bisnis', ',', 'dampak', 'antisipasi', 'hadapi', 'perubahan', '.', 'salahkan', 'pemerintah', 'mengeluh', '..', 'pimpinan', 'negara', 'nya', 'arus', 'ekonomi', 'bisnis', 'global', 'ga', 'dihindari', 'braay', ',', 'eh', 'kekhawatiran', 'pangan', '!']","['peluang', 'bisnis', '', 'dampak', 'antisipasi', 'hadap', 'ubah', '', 'salah', 'perintah', 'keluh', '', 'pimpin', 'negara', 'nya', 'arus', 'ekonomi', 'bisnis', 'global', 'ga', 'hindar', 'braay', '', 'eh', 'khawatir', 'pangan', '']",peluang bisnis  dampak antisipasi hadap ubah  salah perintah keluh  pimpin negara nya arus ekonomi bisnis global ga hindar braay  eh khawatir pangan 
positif,masya allah my tearssss allah bless you sir  and bro    seluruh gaji tak kan diterima karena allah telah memberimu lebih dari cukup dari indonesia ini ,"['masya', 'allah', 'my', 'tearssss', 'allah', 'bless', 'you', 'sir', '@prabowo', 'and', 'bro', '@sandiuno', 'seluruh', 'gaji', 'tak', 'kan', 'diterima', ',', 'karena', 'allah', 'telah', 'memberimu', 'lebih', 'dari', 'cukup', 'dari', 'indonesia', 'ini', '.', 'https://twitter.com/trans7/status/1117090764981526528â', 'â', '€', '¦']","['masya', 'allah', 'my', 'tearssss', 'allah', 'bless', 'you', 'sir', '@prabowo', 'and', 'bro', '@sandiuno', 'gaji', 'diterima', ',', 'allah', 'memberimu', 'indonesia', '.', 'https://twitter.com/trans7/status/1117090764981526528â', 'â', '€', '¦']","['masya', 'allah', 'my', 'tearssss', 'allah', 'bless', 'you', 'sir', 'prabowo', 'and', 'bro', 'sandiuno', 'gaji', 'terima', '', 'allah', 'beri', 'indonesia', '', 'https twitter com trans7 status 1117090764981526528', '', '', '']",masya allah my tearssss allah bless you sir prabowo and bro sandiuno gaji terima  allah beri indonesia  https twitter com trans7 status 1117090764981526528   
positif,gaji bapak prabowo subianto dan sandiaga salahuddin uno tidak akan di ambil jika jadi presiden ri  selama ini sumbangan rakyat untuk bapak prabowo subianto dan bang sandiaga akan di kembalikan untuk  ,"['gaji', 'bapak', 'prabowo', 'subianto', 'dan', 'sandiaga', 'salahuddin', 'uno', 'tidak', 'akan', 'di', 'ambil', 'jika', 'jadi', 'presiden', 'ri', '...', 'selama', 'ini', 'sumbangan', 'rakyat', 'untuk', 'bapak', 'prabowo', 'subianto', 'dan', 'bang', 'sandiaga', 'akan', 'di', 'kembalikan', 'untuk', '...', 'https://www.facebook.com/100000473846261/posts/3158810277478069/â', 'â', '€', '¦']","['gaji', 'prabowo', 'subianto', 'sandiaga', 'salahuddin', 'uno', 'ambil', 'presiden', 'ri', '...', 'sumbangan', 'rakyat', 'prabowo', 'subianto', 'bang', 'sandiaga', 'kembalikan', '...', 'https://www.facebook.com/100000473846261/posts/3158810277478069/â', 'â', '€', '¦']","['gaji', 'prabowo', 'subianto', 'sandiaga', 'salahuddin', 'uno', 'ambil', 'presiden', 'ri', '', 'sumbang', 'rakyat', 'prabowo', 'subianto', 'bang', 'sandiaga', 'kembali', '', 'https www facebook com 100000473846261 posts 3158810277478069', '', '', '']",gaji prabowo subianto sandiaga salahuddin uno ambil presiden ri  sumbang rakyat prabowo subianto bang sandiaga kembali  https www facebook com 100000473846261 posts 3158810277478069   
positif,debatterakhirpilpres   slh satu bukti reformasi di bid perpajakan pak  yaitu kita bsa mlakukn spt kita melalui efailing  ayo siapa yg masih mnyangkal slh satu kberhasiln pmrnthn beliau di bidang ini berarti dia bukan orang yg taat pajak coblossudahterbukti pictwittercompmnwmrroki,"['#debatterakhirpilpres2019', 'slh', 'satu', 'bukti', 'reformasi', 'di', 'bid', '.', 'perpajakan', 'pak', '@jokowi', 'yaitu', 'kita', 'bsa', 'mlakukn', 'spt', 'kita', 'melalui', 'e-failing', 'ayo', 'siapa', 'yg', 'masih', 'mnyangkal', 'slh', 'satu', 'kberhasiln', 'pmrnthn', 'beliau', 'di', 'bidang', 'ini', ',', 'berarti', 'dia', 'bukan', 'orang', 'yg', 'taat', 'pajakðÿ', '˜', '\x81', 'ðÿ', '˜', '\x81', 'ðÿ', '˜', '€', '#coblos01sudahterbukti', 'pic.twitter.com/pmnwmrroki']","['#debatterakhirpilpres2019', 'slh', 'bukti', 'reformasi', 'bid', '.', 'perpajakan', '@jokowi', 'bsa', 'mlakukn', 'spt', 'e-failing', 'ayo', 'yg', 'mnyangkal', 'slh', 'kberhasiln', 'pmrnthn', 'beliau', 'bidang', ',', 'orang', 'yg', 'taat', 'pajakðÿ', '˜', '\x81', 'ðÿ', '˜', '\x81', 'ðÿ', '˜', '€', '#coblos01sudahterbukti', 'pic.twitter.com/pmnwmrroki']","['debatterakhirpilpres2019', 'slh', 'bukti', 'reformasi', 'bid', '', 'paja', 'jokowi', 'bsa', 'mlakukn', 'spt', 'e-failing', 'ayo', 'yg', 'mnyangkal', 'slh', 'kberhasiln', 'pmrnthn', 'beliau', 'bidang', '', 'orang', 'yg', 'taat', 'pajak', '', '', '', '', '', '', '', '', 'coblos01sudahterbukti', 'pic twitter com pmnwmrroki']",debatterakhirpilpres2019 slh bukti reformasi bid  paja jokowi bsa mlakukn spt e-failing ayo yg mnyangkal slh kberhasiln pmrnthn beliau bidang  orang yg taat pajak         coblos01sudahterbukti pic twitter com pmnwmrroki
positif,dalam debatpilpres sy sebagai dosen ekonomi digital sangat kagum dengan program kerja ekonomi pak  jadi bagi mahasiswa sy mari dukung capres yg bisa membedain ekonomi mikro dan makro seperti pak jokowi  jokowimenangtotaldebat pictwittercomymhnggxnn,"['dalam', '#debatpilpres2019', 'sy', 'sebagai', 'dosen', 'ekonomi', 'digital', 'sangat', 'kagum', 'dengan', 'program', 'kerja', 'ekonomi', 'pak', '@jokowi', 'jadi', 'bagi', 'mahasiswa', 'sy', 'mari', 'dukung', 'capres', 'yg', 'bisa', 'membedain', 'ekonomi', 'mikro', 'dan', 'makro', 'seperti', 'pak', 'jokowi', 'ðÿ', '™', '‚', '#jokowimenangtotaldebat', 'pic.twitter.com/ymhnggx8nn']","['#debatpilpres2019', 'sy', 'dosen', 'ekonomi', 'digital', 'kagum', 'program', 'kerja', 'ekonomi', '@jokowi', 'mahasiswa', 'sy', 'mari', 'dukung', 'capres', 'yg', 'membedain', 'ekonomi', 'mikro', 'makro', 'jokowi', 'ðÿ', '™', '‚', '#jokowimenangtotaldebat', 'pic.twitter.com/ymhnggx8nn']","['debatpilpres2019', 'sy', 'dosen', 'ekonomi', 'digital', 'kagum', 'program', 'kerja', 'ekonomi', 'jokowi', 'mahasiswa', 'sy', 'mari', 'dukung', 'capres', 'yg', 'membedain', 'ekonomi', 'mikro', 'makro', 'jokowi', '', '', '', 'jokowimenangtotaldebat', 'pic twitter com ymhnggx8nn']",debatpilpres2019 sy dosen ekonomi digital kagum program kerja ekonomi jokowi mahasiswa sy mari dukung capres yg membedain ekonomi mikro makro jokowi    jokowimenangtotaldebat pic twitter com ymhnggx8nn
negatif,bapak  di debat bapak bahas esport ada apa pak mau caper sama milenial emang esport bisa jadi lapangan kerja ada di kartu prakerja berapa gajinya setau saya yg jadi lapangan kerja youtubers bukan esport pak guekapokpilihjokowi debatpilpres,"['bapak', '@jokowi', 'di', 'debat', 'bapak', 'bahas', 'esport', 'ada', 'apa', 'pak', '?', '...', 'mau', 'caper', 'sama', 'milenial', '?', '...', 'emang', 'esport', 'bisa', 'jadi', 'lapangan', 'kerja', '?', '...', 'ada', 'di', 'kartu', 'prakerja', '?', '...', 'berapa', 'gajinya', '?', '...', 'setau', 'saya', 'yg', 'jadi', 'lapangan', 'kerja', 'youtubers', 'bukan', 'esport', 'pak', '#guekapokpilihjokowi', '#debatpilpres2019']","['@jokowi', 'debat', 'bahas', 'esport', '?', '...', 'caper', 'milenial', '?', '...', 'emang', 'esport', 'lapangan', 'kerja', '?', '...', 'kartu', 'prakerja', '?', '...', 'gajinya', '?', '...', 'setau', 'yg', 'lapangan', 'kerja', 'youtubers', 'esport', '#guekapokpilihjokowi', '#debatpilpres2019']","['jokowi', 'debat', 'bahas', 'esport', '', '', 'caper', 'milenial', '', '', 'emang', 'esport', 'lapang', 'kerja', '', '', 'kartu', 'prakerja', '', '', 'gaji', '', '', 'tau', 'yg', 'lapang', 'kerja', 'youtubers', 'esport', 'guekapokpilihjokowi', 'debatpilpres2019']",jokowi debat bahas esport   caper milenial   emang esport lapang kerja   kartu prakerja   gaji   tau yg lapang kerja youtubers esport guekapokpilihjokowi debatpilpres2019
positif,masya allahkomitmen pak  dan bang  tidak akan mengambil gaji selama menjabat salut prabowosandimenang insyaallahmenang,"['masya', 'allah', '...', 'komitmen', 'pak', '@prabowo', 'dan', 'bang', '@sandiuno', 'tidak', 'akan', 'mengambil', 'gaji', 'selama', 'menjabat', '...', '#salut', '#prabowosandimenang', '#insyaallahmenang']","['masya', 'allah', '...', 'komitmen', '@prabowo', 'bang', '@sandiuno', 'mengambil', 'gaji', 'menjabat', '...', '#salut', '#prabowosandimenang', '#insyaallahmenang']","['masya', 'allah', '', 'komitmen', 'prabowo', 'bang', 'sandiuno', 'ambil', 'gaji', 'jabat', '', 'salut', 'prabowosandimenang', 'insyaallahmenang']",masya allah  komitmen prabowo bang sandiuno ambil gaji jabat  salut prabowosandimenang insyaallahmenang
negatif,pemerintah yg kompeten akan memberdayakan ekonomi rakyat  kita lihat skrg  jutaan rakyat pinter tdk berdaya menghadapi pemimpin bodoh  so kepemimpinan nasional adalah slh satu hal yg penting  aagympilihprabowo,"['pemerintah', 'yg', 'kompeten', ',', 'akan', 'memberdayakan', 'ekonomi', 'rakyat', '.', 'kita', 'lihat', 'skrg', ':', 'jutaan', 'rakyat', 'pinter', 'tdk', 'berdaya', 'menghadapi', 'pemimpin', 'bodoh', '.', 'so', 'kepemimpinan', 'nasional', 'adalah', 'slh', 'satu', 'hal', 'yg', 'penting', '#aagympilihprabowo']","['pemerintah', 'yg', 'kompeten', ',', 'memberdayakan', 'ekonomi', 'rakyat', '.', 'lihat', 'skrg', ':', 'jutaan', 'rakyat', 'pinter', 'tdk', 'berdaya', 'menghadapi', 'pemimpin', 'bodoh', '.', 'so', 'kepemimpinan', 'nasional', 'slh', 'yg', '#aagympilihprabowo']","['perintah', 'yg', 'kompeten', '', 'daya', 'ekonomi', 'rakyat', '', 'lihat', 'skrg', '', 'juta', 'rakyat', 'pinter', 'tdk', 'daya', 'hadap', 'pimpin', 'bodoh', '', 'so', 'pimpin', 'nasional', 'slh', 'yg', 'aagympilihprabowo']",perintah yg kompeten  daya ekonomi rakyat  lihat skrg  juta rakyat pinter tdk daya hadap pimpin bodoh  so pimpin nasional slh yg aagympilihprabowo
positif,subhanallah dgn krendahan hatinya prabowo sandi akan membagikan seluruh gajinya kpda yatim dan duafa midahan jalan mu diridoi oleh allah swt amiiiiin  sugul ngronda jluk,"['subhanallah', 'dgn', 'krendahan', 'hatinya', 'prabowo', 'sandi', 'akan', 'membagikan', 'seluruh', 'gajinya', 'kpda', 'yatim', 'dan', 'duafa', '...', 'midah', '2an', 'jalan', 'mu', 'diridoi', 'oleh', 'allah', 'swt', '.', 'amiiiiin', 'sugul', 'ngronda', 'jluk', '.']","['subhanallah', 'dgn', 'krendahan', 'hatinya', 'prabowo', 'sandi', 'membagikan', 'gajinya', 'kpda', 'yatim', 'duafa', '...', 'midah', '2an', 'jalan', 'mu', 'diridoi', 'allah', 'swt', '.', 'amiiiiin', 'sugul', 'ngronda', 'jluk', '.']","['subhanallah', 'dgn', 'krendahan', 'hati', 'prabowo', 'sandi', 'bagi', 'gaji', 'kpda', 'yatim', 'duafa', '', 'midah', '2an', 'jalan', 'mu', 'diridoi', 'allah', 'swt', '', 'amiiiiin', 'sugul', 'ngronda', 'jluk', '']",subhanallah dgn krendahan hati prabowo sandi bagi gaji kpda yatim duafa  midah 2an jalan mu diridoi allah swt  amiiiiin sugul ngronda jluk 
positif,iyalahgak bakalan jadi kok gaji apa yg mau diambil ,"['iyalah', '...', 'gak', 'bakalan', 'jadi', 'kok', ',', 'gaji', 'apa', 'yg', 'mau', 'diambil', '...', '@prabowo', '@sandiuno']","['iyalah', '...', 'gak', ',', 'gaji', 'yg', 'diambil', '...', '@prabowo', '@sandiuno']","['iya', '', 'gak', '', 'gaji', 'yg', 'ambil', '', 'prabowo', 'sandiuno']",iya  gak  gaji yg ambil  prabowo sandiuno
negatif,iya ni gue emosi juga pas nonton tdi yakali ekonomi mikro semudah membalikkan telapak tangan butuh proses kali,"['iya', 'ni', 'gue', 'emosi', 'juga', 'pas', 'nonton', 'tdi', ',', 'yakali', 'ekonomi', 'mikro', 'semudah', 'membalikkan', 'telapak', 'tangan', '?', 'butuh', 'proses', 'kali', '!']","['iya', 'ni', 'gue', 'emosi', 'pas', 'nonton', 'tdi', ',', 'yakali', 'ekonomi', 'mikro', 'semudah', 'membalikkan', 'telapak', 'tangan', '?', 'butuh', 'proses', 'kali', '!']","['iya', 'ni', 'gue', 'emosi', 'pas', 'nonton', 'tdi', '', 'yakali', 'ekonomi', 'mikro', 'mudah', 'balik', 'telapak', 'tangan', '', 'butuh', 'proses', 'kali', '']",iya ni gue emosi pas nonton tdi  yakali ekonomi mikro mudah balik telapak tangan  butuh proses kali 
positif,kami sdh sangat bersyukur dengan keadaan ini gaji  utk rakyat mau segalanya lebih baik tusuk     allah yang maha membolak balikkan hati  debatpilpres,"['kami', 'sdh', 'sangat', 'bersyukur', 'dengan', 'keadaan', 'ini', ',', 'gaji', '100', '%', 'utk', 'rakyat', '.', 'mau', 'segalanya', 'lebih', 'baik', ',', 'tusuk', '@prabowo', '@sandiuno', 'allah', 'yang', 'maha', 'membolak', 'balikkan', 'hati', '.', '#debatpilpres2019']","['sdh', 'bersyukur', ',', 'gaji', '100', '%', 'utk', 'rakyat', '.', ',', 'tusuk', '@prabowo', '@sandiuno', 'allah', 'maha', 'membolak', 'balikkan', 'hati', '.', '#debatpilpres2019']","['sdh', 'syukur', '', 'gaji', '100', '', 'utk', 'rakyat', '', '', 'tusuk', 'prabowo', 'sandiuno', 'allah', 'maha', 'bolak', 'balik', 'hati', '', 'debatpilpres2019']",sdh syukur  gaji 100  utk rakyat   tusuk prabowo sandiuno allah maha bolak balik hati  debatpilpres2019
negatif,sudah di jawab pak  ga fokus sama yg begituan lebih fokus ke harga sembako pertanian dll kalo mau bilang kasarnya ngapain ngurusin games sudah dibahas juga sma bang sandi diawal ente aja ga nyimak kali coba diputer lagi videonya,"['sudah', 'di', 'jawab', 'pak', '02', 'ga', 'fokus', 'sama', 'yg', 'begituan', 'lebih', 'fokus', 'ke', 'harga', '2', 'sembako', ',', 'pertanian', 'dll', 'kalo', 'mau', 'bilang', 'kasarnya', 'ngapain', 'ngurusin', 'games', '2', '?', 'sudah', 'dibahas', 'juga', 'sma', 'bang', 'sandi', 'diawal', ',', 'ente', 'aja', 'ga', 'nyimak', 'kali', 'coba', 'diputer', 'lagi', 'videonya']","['02', 'ga', 'fokus', 'yg', 'begituan', 'fokus', 'harga', '2', 'sembako', ',', 'pertanian', 'dll', 'kalo', 'bilang', 'kasarnya', 'ngapain', 'ngurusin', 'games', '2', '?', 'dibahas', 'sma', 'bang', 'sandi', 'diawal', ',', 'ente', 'aja', 'ga', 'nyimak', 'kali', 'coba', 'diputer', 'videonya']","['02', 'ga', 'fokus', 'yg', 'begitu', 'fokus', 'harga', '2', 'sembako', '', 'tani', 'dll', 'kalo', 'bilang', 'kasar', 'ngapain', 'ngurusin', 'games', '2', '', 'bahas', 'sma', 'bang', 'sandi', 'awal', '', 'ente', 'aja', 'ga', 'nyimak', 'kali', 'coba', 'puter', 'video']",02 ga fokus yg begitu fokus harga 2 sembako  tani dll kalo bilang kasar ngapain ngurusin games 2  bahas sma bang sandi awal  ente aja ga nyimak kali coba puter video
positif,jangan kan gajijiwa raga pun diserahkan untuk rakyat indonesiaaingat kalimat gusdur orang yang paling ikhlas buat indonesia yaa prabowo,"['jangan', 'kan', 'gaji', ',', 'jiwa', 'raga', 'pun', 'diserahkan', 'untuk', 'rakyat', 'indonesiaa', '...', 'ingat', 'kalimat', 'gusdur', '""', 'orang', 'yang', 'paling', 'ikhlas', 'buat', 'indonesia', 'yaa', 'prabowo', '...']","['gaji', ',', 'jiwa', 'raga', 'diserahkan', 'rakyat', 'indonesiaa', '...', 'kalimat', 'gusdur', '""', 'orang', 'ikhlas', 'indonesia', 'yaa', 'prabowo', '...']","['gaji', '', 'jiwa', 'raga', 'serah', 'rakyat', 'indonesiaa', '', 'kalimat', 'gusdur', '', 'orang', 'ikhlas', 'indonesia', 'yaa', 'prabowo', '']",gaji  jiwa raga serah rakyat indonesiaa  kalimat gusdur  orang ikhlas indonesia yaa prabowo 
netral,capres nomor urut   digitaldigital itu bagus tapi masyarakat kita butuh swasembada pangan dalam harga terjangkau rakyat kita sedang susah itu yang akan saya fokus  debatkelimapilpres pemilu debatpilpres debatcaprescawapres layarpemilutepercaya pictwittercomatrtjbvo,"['capres', 'nomor', 'urut', '02', ',', '@prabowo', ':', 'digital-digital', 'itu', 'bagus', 'tapi', 'masyarakat', 'kita', 'butuh', 'swasembada', 'pangan', 'dalam', 'harga', 'terjangkau', ',', 'rakyat', 'kita', 'sedang', 'susah', ',', 'itu', 'yang', 'akan', 'saya', 'fokus', '.', '#debatkelimapilpres2019', '#pemilu2019', '#debatpilpres2019', '#debatcaprescawapres', '#layarpemilutepercaya', 'pic.twitter.com/a2trtjbvo6']","['capres', 'nomor', 'urut', '02', ',', '@prabowo', ':', 'digital-digital', 'bagus', 'masyarakat', 'butuh', 'swasembada', 'pangan', 'harga', 'terjangkau', ',', 'rakyat', 'susah', ',', 'fokus', '.', '#debatkelimapilpres2019', '#pemilu2019', '#debatpilpres2019', '#debatcaprescawapres', '#layarpemilutepercaya', 'pic.twitter.com/a2trtjbvo6']","['capres', 'nomor', 'urut', '02', '', 'prabowo', '', 'digital', 'bagus', 'masyarakat', 'butuh', 'swasembada', 'pangan', 'harga', 'jangkau', '', 'rakyat', 'susah', '', 'fokus', '', 'debatkelimapilpres2019', 'pemilu2019', 'debatpilpres2019', 'debatcaprescawapres', 'layarpemilutepercaya', 'pic twitter com a2trtjbvo6']",capres nomor urut 02  prabowo  digital bagus masyarakat butuh swasembada pangan harga jangkau  rakyat susah  fokus  debatkelimapilpres2019 pemilu2019 debatpilpres2019 debatcaprescawapres layarpemilutepercaya pic twitter com a2trtjbvo6
positif,yang penting harga bahan pokok murah terjangkau usaha lancar  hidup tenang tahun  saya pilih prabowo sekarang pilih prabowo sandi juga,"['yang', 'penting', 'harga', 'bahan', 'pokok', 'murah', 'terjangkau', 'usaha', 'lancar', 'hidup', 'tenang', '(', 'tahun', '2014', 'saya', 'pilih', 'prabowo', 'sekarang', 'pilih', 'prabowo', 'sandi', 'juga']","['harga', 'bahan', 'pokok', 'murah', 'terjangkau', 'usaha', 'lancar', 'hidup', 'tenang', '(', '2014', 'pilih', 'prabowo', 'pilih', 'prabowo', 'sandi']","['harga', 'bahan', 'pokok', 'murah', 'jangkau', 'usaha', 'lancar', 'hidup', 'tenang', '', '2014', 'pilih', 'prabowo', 'pilih', 'prabowo', 'sandi']",harga bahan pokok murah jangkau usaha lancar hidup tenang  2014 pilih prabowo pilih prabowo sandi
positif,allahu akbar masya allah ya rahman ya rahiim pak  dan bang  akan memberikan gajinya kepada rakyat indonesia apabila mereka terpilih menjadi presiden dan wakil presiden indonesia   kalian masih tidak pilih  kebangetan prabowosandimenangdebat,"['allahu', 'akbar', '...', 'masya', 'allah', '...', 'ya', 'rahman', 'ya', 'rahiim', '.', 'pak', '@prabowo', 'dan', 'bang', '@sandiuno', 'akan', 'memberikan', 'gajinya', 'kepada', 'rakyat', 'indonesia', 'apabila', 'mereka', 'terpilih', 'menjadi', 'presiden', 'dan', 'wakil', 'presiden', 'indonesia', '2019-2024', '.', 'kalian', 'masih', 'tidak', 'pilih', '02', '?', 'kebangetan', '!', '#prabowosandimenangdebat']","['allahu', 'akbar', '...', 'masya', 'allah', '...', 'ya', 'rahman', 'ya', 'rahiim', '.', '@prabowo', 'bang', '@sandiuno', 'gajinya', 'rakyat', 'indonesia', 'terpilih', 'presiden', 'wakil', 'presiden', 'indonesia', '2019-2024', '.', 'pilih', '02', '?', 'kebangetan', '!', '#prabowosandimenangdebat']","['allahu', 'akbar', '', 'masya', 'allah', '', 'ya', 'rahman', 'ya', 'rahiim', '', 'prabowo', 'bang', 'sandiuno', 'gaji', 'rakyat', 'indonesia', 'pilih', 'presiden', 'wakil', 'presiden', 'indonesia', '2019-2024', '', 'pilih', '02', '', 'banget', '', 'prabowosandimenangdebat']",allahu akbar  masya allah  ya rahman ya rahiim  prabowo bang sandiuno gaji rakyat indonesia pilih presiden wakil presiden indonesia 2019-2024  pilih 02  banget  prabowosandimenangdebat
negatif,awali dari yg kecil baru ke yg besar mikro adalah potret bagi makro agar kebijakan ekonomi makro dilakukan menyeluruh bkn parsial gw g pernah pilih jokowi tapi guekapokpilihjokowi ,"['awali', 'dari', 'yg', 'kecil', 'baru', 'ke', 'yg', 'besar', '.', 'mikro', 'adalah', 'potret', 'bagi', 'makro', ',', 'agar', 'kebijakan', 'ekonomi', 'makro', 'dilakukan', 'menyeluruh', 'bkn', 'parsial', 'gw', 'g', 'pernah', 'pilih', 'jokowi', 'tapi', '#guekapokpilihjokowi', 'ðÿ', '˜', '‚', 'ðÿ', '˜', '‚']","['awali', 'yg', 'yg', '.', 'mikro', 'potret', 'makro', ',', 'kebijakan', 'ekonomi', 'makro', 'bkn', 'parsial', 'gw', 'g', 'pilih', 'jokowi', '#guekapokpilihjokowi', 'ðÿ', '˜', '‚', 'ðÿ', '˜', '‚']","['awal', 'yg', 'yg', '', 'mikro', 'potret', 'makro', '', 'bijak', 'ekonomi', 'makro', 'bkn', 'parsial', 'gw', 'g', 'pilih', 'jokowi', 'guekapokpilihjokowi', '', '', '', '', '', '']",awal yg yg  mikro potret makro  bijak ekonomi makro bkn parsial gw g pilih jokowi guekapokpilihjokowi      
netral,paslon  bapak  dan abah  melalui progam dewi desa wisata dedi desa digital dan mekaar membina ekonomi keluarga sejahtera adalah contoh strategi pemberdayaan ekonomi bagi masyarakat pedesaan jokowimenangtotaldebat pictwittercompisamdgjc,"['paslon', '01', 'bapak', '@jokowi', 'dan', 'abah', '@khmarufamin_', 'melalui', 'progam', 'dewi', '(', 'desa', 'wisata', ')', ',', 'dedi', '(', 'desa', 'digital', ')', 'dan', 'mekaar', '(', 'membina', 'ekonomi', 'keluarga', 'sejahtera', ')', 'adalah', 'contoh', 'strategi', 'pemberdayaan', 'ekonomi', 'bagi', 'masyarakat', 'pedesaan', '.', '#jokowimenangtotaldebat', 'pic.twitter.com/7pisamdgjc']","['paslon', '01', '@jokowi', 'abah', '@khmarufamin_', 'progam', 'dewi', '(', 'desa', 'wisata', ')', ',', 'dedi', '(', 'desa', 'digital', ')', 'mekaar', '(', 'membina', 'ekonomi', 'keluarga', 'sejahtera', ')', 'contoh', 'strategi', 'pemberdayaan', 'ekonomi', 'masyarakat', 'pedesaan', '.', '#jokowimenangtotaldebat', 'pic.twitter.com/7pisamdgjc']","['paslon', '01', 'jokowi', 'abah', 'khmarufamin', 'progam', 'dewi', '', 'desa', 'wisata', '', '', 'dedi', '', 'desa', 'digital', '', 'mekaar', '', 'bina', 'ekonomi', 'keluarga', 'sejahtera', '', 'contoh', 'strategi', 'daya', 'ekonomi', 'masyarakat', 'desa', '', 'jokowimenangtotaldebat', 'pic twitter com 7pisamdgjc']",paslon 01 jokowi abah khmarufamin progam dewi  desa wisata   dedi  desa digital  mekaar  bina ekonomi keluarga sejahtera  contoh strategi daya ekonomi masyarakat desa  jokowimenangtotaldebat pic twitter com 7pisamdgjc
